Season,HomeTeam,AwayTeam,FullTimeResult,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals
2005,Cádiz CF,RCD Mallorca,A,1,2
2005,Celta de Vigo,Alavés,H,2,1
2005,Real Madrid,Real Zaragoza,H,1,0
2005,Getafe,Barcelona,A,1,3
2005,CA Osasuna,Athletic,H,3,2
2005,RCD Mallorca,Celta de Vigo,H,1,0
2005,Real Betis,Villarreal,A,2,3
2005,Barcelona,Málaga CF,H,2,0
2005,Dep. La Coruña,Real Madrid,H,3,1
2005,Real Zaragoza,Racing,D,1,1
2005,Real Sociedad,Getafe,H,3,0
2005,Atlético Madrid,Cádiz CF,H,3,0
2005,Alavés,Espanyol,D,1,1
2005,Valencia,Sevilla FC,A,0,2
2005,Getafe,CA Osasuna,D,0,0
2005,Villarreal,Real Zaragoza,D,0,0
2005,Real Madrid,Barcelona,A,0,3
2005,Sevilla FC,Real Betis,H,1,0
2005,Athletic,Alavés,A,0,2
2005,Cádiz CF,Valencia,A,0,1
2005,Espanyol,RCD Mallorca,H,2,0
2005,Málaga CF,Real Sociedad,H,3,1
2005,Celta de Vigo,Atlético Madrid,H,2,1
2005,Racing,Dep. La Coruña,A,0,3
2005,RCD Mallorca,Athletic,A,0,1
2005,Valencia,Celta de Vigo,H,2,0
2005,Real Betis,Cádiz CF,D,1,1
2005,Getafe,Málaga CF,H,3,2
2005,Atlético Madrid,Espanyol,D,1,1
2005,CA Osasuna,Alavés,H,3,2
2005,Real Zaragoza,Sevilla FC,A,0,2
2005,Dep. La Coruña,Villarreal,A,0,2
2005,Real Sociedad,Real Madrid,D,2,2
2005,Barcelona,Racing,H,4,1
2005,Celta de Vigo,Real Betis,H,2,1
2005,Real Madrid,Getafe,H,1,0
2005,Athletic,Atlético Madrid,D,1,1
2005,Alavés,RCD Mallorca,A,0,3
2005,Cádiz CF,Real Zaragoza,A,1,2
2005,Espanyol,Valencia,A,1,3
2005,Racing,Real Sociedad,D,2,2
2005,Málaga CF,CA Osasuna,A,1,2
2005,Villarreal,Barcelona,A,0,2
2005,Sevilla FC,Dep. La Coruña,A,0,2
2005,Valencia,Athletic,D,1,1
2005,Real Sociedad,Villarreal,A,1,3
2005,Atlético Madrid,Alavés,D,1,1
2005,Real Betis,Espanyol,D,0,0
2005,Getafe,Racing,A,1,2
2005,Dep. La Coruña,Cádiz CF,H,1,0
2005,CA Osasuna,RCD Mallorca,H,1,0
2005,Real Zaragoza,Celta de Vigo,H,1,0
2005,Málaga CF,Real Madrid,A,0,2
2005,Barcelona,Sevilla FC,H,2,1
2005,Athletic,Real Betis,H,2,0
2005,Celta de Vigo,Dep. La Coruña,A,0,3
2005,Cádiz CF,Barcelona,A,1,3
2005,Alavés,Valencia,A,0,1
2005,Espanyol,Real Zaragoza,D,2,2
2005,Racing,Málaga CF,D,1,1
2005,Sevilla FC,Real Sociedad,H,3,2
2005,Villarreal,Getafe,H,2,1
2005,RCD Mallorca,Atlético Madrid,D,2,2
2005,Real Madrid,CA Osasuna,D,1,1
2005,Barcelona,Celta de Vigo,H,2,0
2005,Real Betis,Alavés,H,3,0
2005,Getafe,Sevilla FC,H,1,0
2005,Dep. La Coruña,Espanyol,A,1,2
2005,Málaga CF,Villarreal,D,0,0
2005,Real Madrid,Racing,A,1,2
2005,Real Sociedad,Cádiz CF,H,2,0
2005,Real Zaragoza,Athletic,H,3,2
2005,Valencia,RCD Mallorca,H,3,0
2005,CA Osasuna,Atlético Madrid,H,2,1
2005,Athletic,Dep. La Coruña,A,1,2
2005,Espanyol,Barcelona,A,1,2
2005,Alavés,Real Zaragoza,A,0,2
2005,Cádiz CF,Getafe,H,1,0
2005,Celta de Vigo,Real Sociedad,H,1,0
2005,RCD Mallorca,Real Betis,D,1,1
2005,CA Osasuna,Racing,D,1,1
2005,Sevilla FC,Málaga CF,H,3,1
2005,Villarreal,Real Madrid,D,0,0
2005,Atlético Madrid,Valencia,D,0,0
2005,Real Betis,Atlético Madrid,H,1,0
2005,Valencia,CA Osasuna,H,2,0
2005,Getafe,Celta de Vigo,D,1,1
2005,Dep. La Coruña,Alavés,A,0,2
2005,Málaga CF,Cádiz CF,A,0,2
2005,Racing,Villarreal,H,1,0
2005,Real Sociedad,Espanyol,A,0,1
2005,Real Zaragoza,RCD Mallorca,H,3,1
2005,Barcelona,Athletic,H,2,1
2005,Real Madrid,Sevilla FC,H,4,2
2005,Real Zaragoza,Atlético Madrid,A,0,2
2005,Real Madrid,Cádiz CF,H,3,1
2005,Real Betis,Valencia,A,0,2
2005,Getafe,Espanyol,H,5,0
2005,Dep. La Coruña,RCD Mallorca,D,2,2
2005,Racing,Sevilla FC,A,2,3
2005,Villarreal,CA Osasuna,H,2,1
2005,Málaga CF,Celta de Vigo,A,0,2
2005,Barcelona,Alavés,H,2,0
2005,Real Sociedad,Athletic,D,3,3
2005,Cádiz CF,Racing,D,1,1
2005,Athletic,Getafe,H,1,0
2005,Atlético Madrid,Dep. La Coruña,H,3,2
2005,Alavés,Real Sociedad,H,3,1
2005,Espanyol,Málaga CF,H,3,1
2005,CA Osasuna,Real Betis,A,0,2
2005,Sevilla FC,Villarreal,H,2,0
2005,Valencia,Real Zaragoza,D,2,2
2005,RCD Mallorca,Barcelona,A,0,3
2005,Celta de Vigo,Real Madrid,A,1,2
2005,Málaga CF,Athletic,H,2,1
2005,Real Madrid,Espanyol,H,4,0
2005,Dep. La Coruña,Valencia,A,0,1
2005,Getafe,Alavés,D,2,2
2005,Racing,Celta de Vigo,A,0,1
2005,Real Sociedad,RCD Mallorca,H,2,1
2005,Villarreal,Cádiz CF,D,1,1
2005,Real Zaragoza,Real Betis,H,4,3
2005,Barcelona,Atlético Madrid,A,1,3
2005,Sevilla FC,CA Osasuna,A,0,1
2005,Cádiz CF,Sevilla FC,A,0,4
2005,CA Osasuna,Real Zaragoza,D,1,1
2005,Athletic,Real Madrid,A,0,2
2005,Alavés,Málaga CF,H,3,2
2005,Real Betis,Dep. La Coruña,A,0,1
2005,Celta de Vigo,Villarreal,H,1,0
2005,Espanyol,Racing,A,0,2
2005,RCD Mallorca,Getafe,D,1,1
2005,Atlético Madrid,Real Sociedad,H,1,0
2005,Valencia,Barcelona,H,1,0
2005,Villarreal,Espanyol,H,4,0
2005,Real Madrid,Alavés,H,3,0
2005,Barcelona,Real Betis,H,5,1
2005,Sevilla FC,Celta de Vigo,H,1,0
2005,Cádiz CF,CA Osasuna,A,1,3
2005,Dep. La Coruña,Real Zaragoza,D,1,1
2005,Racing,Athletic,A,0,1
2005,Málaga CF,RCD Mallorca,A,0,2
2005,Real Sociedad,Valencia,A,1,2
2005,Getafe,Atlético Madrid,A,0,3
2005,Atlético Madrid,Málaga CF,H,5,0
2005,Real Zaragoza,Barcelona,A,0,2
2005,Alavés,Racing,D,2,2
2005,Athletic,Villarreal,D,1,1
2005,Real Betis,Real Sociedad,H,2,0
2005,Celta de Vigo,Cádiz CF,H,2,0
2005,Espanyol,Sevilla FC,H,5,0
2005,Valencia,Getafe,D,1,1
2005,RCD Mallorca,Real Madrid,H,2,1
2005,CA Osasuna,Dep. La Coruña,A,1,2
2005,Barcelona,Dep. La Coruña,H,3,2
2005,Cádiz CF,Espanyol,H,2,0
2005,Celta de Vigo,CA Osasuna,H,2,0
2005,Getafe,Real Betis,H,1,0
2005,Málaga CF,Valencia,D,0,0
2005,Real Madrid,Atlético Madrid,H,2,1
2005,Racing,RCD Mallorca,D,0,0
2005,Sevilla FC,Athletic,H,2,1
2005,Real Sociedad,Real Zaragoza,A,1,3
2005,Villarreal,Alavés,H,3,2
2005,Alavés,Sevilla FC,H,2,1
2005,Athletic,Cádiz CF,H,1,0
2005,Atlético Madrid,Racing,H,2,1
2005,Real Betis,Málaga CF,D,1,1
2005,Espanyol,Celta de Vigo,H,2,0
2005,Dep. La Coruña,Real Sociedad,A,0,1
2005,RCD Mallorca,Villarreal,D,1,1
2005,CA Osasuna,Barcelona,H,2,1
2005,Valencia,Real Madrid,D,0,0
2005,Real Zaragoza,Getafe,A,1,2
2005,Cádiz CF,Alavés,D,0,0
2005,Celta de Vigo,Athletic,A,0,1
2005,Espanyol,CA Osasuna,A,2,4
2005,Getafe,Dep. La Coruña,A,1,2
2005,Málaga CF,Real Zaragoza,A,0,1
2005,Real Madrid,Real Betis,D,0,0
2005,Racing,Valencia,H,2,1
2005,Sevilla FC,RCD Mallorca,D,1,1
2005,Real Sociedad,Barcelona,A,0,2
2005,Villarreal,Atlético Madrid,D,1,1
2005,Alavés,Celta de Vigo,H,1,0
2005,Athletic,Espanyol,D,1,1
2005,Atlético Madrid,Sevilla FC,A,0,1
2005,Barcelona,Getafe,H,3,1
2005,Real Betis,Racing,H,1,0
2005,Dep. La Coruña,Málaga CF,H,2,1
2005,RCD Mallorca,Cádiz CF,H,1,0
2005,CA Osasuna,Real Sociedad,H,2,0
2005,Valencia,Villarreal,D,1,1
2005,Real Zaragoza,Real Madrid,D,1,1
2005,Athletic,CA Osasuna,H,1,0
2005,Cádiz CF,Atlético Madrid,D,1,1
2005,Celta de Vigo,RCD Mallorca,H,2,0
2005,Espanyol,Alavés,D,0,0
2005,Getafe,Real Sociedad,H,2,1
2005,Málaga CF,Barcelona,D,0,0
2005,Real Madrid,Dep. La Coruña,H,4,0
2005,Racing,Real Zaragoza,D,0,0
2005,Sevilla FC,Valencia,H,1,0
2005,Villarreal,Real Betis,A,1,2
2005,Alavés,Athletic,D,0,0
2005,Atlético Madrid,Celta de Vigo,A,0,3
2005,Barcelona,Real Madrid,D,1,1
2005,Real Betis,Sevilla FC,H,2,1
2005,Dep. La Coruña,Racing,H,2,0
2005,RCD Mallorca,Espanyol,D,0,0
2005,CA Osasuna,Getafe,A,0,4
2005,Real Sociedad,Málaga CF,H,3,0
2005,Valencia,Cádiz CF,H,5,3
2005,Real Zaragoza,Villarreal,A,0,1
2005,Alavés,CA Osasuna,A,1,2
2005,Athletic,RCD Mallorca,D,1,1
2005,Cádiz CF,Real Betis,D,1,1
2005,Celta de Vigo,Valencia,A,0,1
2005,Espanyol,Atlético Madrid,D,1,1
2005,Málaga CF,Getafe,A,1,2
2005,Real Madrid,Real Sociedad,D,1,1
2005,Racing,Barcelona,D,2,2
2005,Sevilla FC,Real Zaragoza,D,1,1
2005,Villarreal,Dep. La Coruña,D,1,1
2005,Atlético Madrid,Athletic,H,1,0
2005,Barcelona,Villarreal,H,1,0
2005,Real Betis,Celta de Vigo,A,0,2
2005,Getafe,Real Madrid,D,1,1
2005,Dep. La Coruña,Sevilla FC,D,0,0
2005,RCD Mallorca,Alavés,D,0,0
2005,CA Osasuna,Málaga CF,D,1,1
2005,Real Sociedad,Racing,H,1,0
2005,Valencia,Espanyol,H,4,0
2005,Real Zaragoza,Cádiz CF,A,1,2
2005,Alavés,Atlético Madrid,A,0,1
2005,Athletic,Valencia,A,0,3
2005,Cádiz CF,Dep. La Coruña,D,1,1
2005,Celta de Vigo,Real Zaragoza,H,4,0
2005,Espanyol,Real Betis,H,2,0
2005,RCD Mallorca,CA Osasuna,A,0,1
2005,Real Madrid,Málaga CF,H,2,1
2005,Racing,Getafe,A,1,3
2005,Villarreal,Real Sociedad,A,0,2
2005,Sevilla FC,Barcelona,H,3,2
2005,Atlético Madrid,RCD Mallorca,A,0,1
2005,Barcelona,Cádiz CF,H,1,0
2005,Real Betis,Athletic,D,1,1
2005,Getafe,Villarreal,D,1,1
2005,Dep. La Coruña,Celta de Vigo,A,0,2
2005,Málaga CF,Racing,A,2,3
2005,CA Osasuna,Real Madrid,A,0,1
2005,Real Sociedad,Sevilla FC,A,1,2
2005,Valencia,Alavés,H,3,0
2005,Real Zaragoza,Espanyol,D,1,1
2005,Alavés,Real Betis,H,2,0
2005,Athletic,Real Zaragoza,H,1,0
2005,Atlético Madrid,CA Osasuna,A,0,1
2005,Cádiz CF,Real Sociedad,D,2,2
2005,Espanyol,Dep. La Coruña,A,1,2
2005,RCD Mallorca,Valencia,H,2,1
2005,Sevilla FC,Getafe,H,3,0
2005,Villarreal,Málaga CF,H,2,1
2005,Celta de Vigo,Barcelona,A,0,1
2005,Racing,Real Madrid,A,2,3
2005,Barcelona,Espanyol,H,2,0
2005,Real Betis,RCD Mallorca,H,2,1
2005,Getafe,Cádiz CF,H,3,1
2005,Dep. La Coruña,Athletic,A,1,2
2005,Málaga CF,Sevilla FC,A,0,2
2005,Real Madrid,Villarreal,D,3,3
2005,Racing,CA Osasuna,H,2,1
2005,Real Sociedad,Celta de Vigo,D,2,2
2005,Valencia,Atlético Madrid,D,1,1
2005,Real Zaragoza,Alavés,H,3,0
2005,Atlético Madrid,Real Betis,D,1,1
2005,Cádiz CF,Málaga CF,H,5,0
2005,Celta de Vigo,Getafe,H,1,0
2005,RCD Mallorca,Real Zaragoza,H,3,1
2005,Alavés,Dep. La Coruña,H,1,0
2005,Espanyol,Real Sociedad,H,1,0
2005,Villarreal,Racing,H,2,0
2005,CA Osasuna,Valencia,H,2,1
2005,Sevilla FC,Real Madrid,H,4,3
2005,Athletic,Barcelona,H,3,1
2004,Atlético Madrid,Málaga CF,H,2,0
2004,CD Numancia,Real Betis,D,1,1
2004,Espanyol,Dep. La Coruña,D,1,1
2004,RCD Mallorca,Real Madrid,A,0,1
2004,CA Osasuna,Athletic,D,1,1
2004,Real Zaragoza,Getafe,H,3,1
2004,Sevilla FC,Albacete,H,1,0
2004,Real Sociedad,Levante,D,1,1
2004,Racing,Barcelona,A,0,2
2004,Valencia,Villarreal,H,2,1
2004,Athletic,Valencia,D,2,2
2004,Real Madrid,CD Numancia,H,1,0
2004,Barcelona,Sevilla FC,H,2,0
2004,Dep. La Coruña,CA Osasuna,A,1,3
2004,Villarreal,Real Sociedad,D,0,0
2004,Málaga CF,Real Zaragoza,D,0,0
2004,Real Betis,Espanyol,A,1,4
2004,Levante,Racing,H,3,1
2004,Getafe,RCD Mallorca,A,1,2
2004,Albacete,Atlético Madrid,A,0,2
2004,CA Osasuna,Real Betis,H,3,2
2004,Espanyol,Real Madrid,H,1,0
2004,Valencia,Real Sociedad,H,3,1
2004,Real Zaragoza,Albacete,H,4,3
2004,CD Numancia,Getafe,H,1,0
2004,RCD Mallorca,Málaga CF,A,1,2
2004,Sevilla FC,Levante,H,3,0
2004,Racing,Villarreal,D,1,1
2004,Atlético Madrid,Barcelona,D,1,1
2004,Athletic,Dep. La Coruña,A,1,2
2004,Real Madrid,CA Osasuna,H,1,0
2004,Villarreal,Sevilla FC,D,0,0
2004,Málaga CF,CD Numancia,H,4,1
2004,Real Betis,Athletic,H,2,1
2004,Albacete,RCD Mallorca,D,0,0
2004,Levante,Atlético Madrid,H,1,0
2004,Getafe,Espanyol,H,1,0
2004,Real Sociedad,Racing,A,0,1
2004,Dep. La Coruña,Valencia,A,1,5
2004,Barcelona,Real Zaragoza,H,4,1
2004,Atlético Madrid,Villarreal,H,1,0
2004,Athletic,Real Madrid,H,2,1
2004,Dep. La Coruña,Real Betis,D,1,1
2004,Valencia,Racing,H,2,0
2004,Real Zaragoza,Levante,H,4,3
2004,CD Numancia,Albacete,D,0,0
2004,CA Osasuna,Getafe,H,2,1
2004,Espanyol,Málaga CF,H,1,0
2004,RCD Mallorca,Barcelona,A,1,3
2004,Sevilla FC,Real Sociedad,H,2,1
2004,Real Betis,Valencia,D,1,1
2004,Real Sociedad,Atlético Madrid,H,1,0
2004,Villarreal,Real Zaragoza,H,2,0
2004,Málaga CF,CA Osasuna,H,2,0
2004,Albacete,Espanyol,H,1,0
2004,Levante,RCD Mallorca,H,2,0
2004,Getafe,Athletic,H,3,1
2004,Racing,Sevilla FC,D,0,0
2004,Barcelona,CD Numancia,H,1,0
2004,Real Madrid,Dep. La Coruña,A,0,1
2004,Dep. La Coruña,Getafe,H,2,1
2004,Real Betis,Real Madrid,D,1,1
2004,Espanyol,Barcelona,A,0,1
2004,Real Zaragoza,Real Sociedad,H,2,1
2004,CD Numancia,Levante,A,1,3
2004,RCD Mallorca,Villarreal,D,1,1
2004,Athletic,Málaga CF,H,1,0
2004,Atlético Madrid,Racing,H,1,0
2004,CA Osasuna,Albacete,H,3,2
2004,Valencia,Sevilla FC,A,1,2
2004,Málaga CF,Dep. La Coruña,D,1,1
2004,Real Madrid,Valencia,H,1,0
2004,Villarreal,CD Numancia,H,4,0
2004,Albacete,Athletic,H,1,0
2004,Levante,Espanyol,A,0,2
2004,Getafe,Real Betis,A,0,2
2004,Racing,Real Zaragoza,H,1,0
2004,Real Sociedad,RCD Mallorca,H,2,1
2004,Barcelona,CA Osasuna,H,3,0
2004,Sevilla FC,Atlético Madrid,H,2,1
2004,Athletic,Barcelona,D,1,1
2004,Valencia,Atlético Madrid,D,1,1
2004,Real Zaragoza,Sevilla FC,H,3,0
2004,CD Numancia,Real Sociedad,A,0,2
2004,RCD Mallorca,Racing,A,1,2
2004,CA Osasuna,Levante,A,0,1
2004,Dep. La Coruña,Albacete,D,0,0
2004,Real Madrid,Getafe,H,2,0
2004,Espanyol,Villarreal,D,0,0
2004,Real Betis,Málaga CF,D,1,1
2004,Barcelona,Dep. La Coruña,H,2,1
2004,Albacete,Real Betis,D,0,0
2004,Villarreal,CA Osasuna,H,3,0
2004,Levante,Athletic,H,1,0
2004,Sevilla FC,RCD Mallorca,D,1,1
2004,Getafe,Valencia,H,1,0
2004,Racing,CD Numancia,H,2,0
2004,Real Sociedad,Espanyol,A,0,2
2004,Málaga CF,Real Madrid,A,0,2
2004,Atlético Madrid,Real Zaragoza,D,1,1
2004,CA Osasuna,Real Sociedad,H,1,0
2004,Athletic,Villarreal,H,2,1
2004,Valencia,Real Zaragoza,D,0,0
2004,CD Numancia,Sevilla FC,H,2,1
2004,RCD Mallorca,Atlético Madrid,D,1,1
2004,Getafe,Málaga CF,H,1,0
2004,Espanyol,Racing,H,2,1
2004,Dep. La Coruña,Levante,H,1,0
2004,Real Madrid,Albacete,H,6,1
2004,Real Betis,Barcelona,H,2,1
2004,Villarreal,Dep. La Coruña,A,0,2
2004,Málaga CF,Valencia,A,0,2
2004,Barcelona,Real Madrid,H,3,0
2004,Real Zaragoza,RCD Mallorca,A,0,1
2004,Albacete,Getafe,D,1,1
2004,Levante,Real Betis,A,1,2
2004,Sevilla FC,Espanyol,H,1,0
2004,Racing,CA Osasuna,D,1,1
2004,Atlético Madrid,CD Numancia,H,2,0
2004,Real Sociedad,Athletic,H,3,2
2004,Athletic,Racing,H,3,0
2004,Getafe,Barcelona,A,1,2
2004,Espanyol,Atlético Madrid,H,2,1
2004,Málaga CF,Albacete,A,0,2
2004,Real Betis,Villarreal,H,2,1
2004,CD Numancia,Real Zaragoza,H,2,1
2004,CA Osasuna,Sevilla FC,H,4,1
2004,Dep. La Coruña,Real Sociedad,D,2,2
2004,Real Madrid,Levante,H,5,0
2004,Valencia,RCD Mallorca,H,2,0
2004,Albacete,Valencia,A,0,1
2004,Barcelona,Málaga CF,H,4,0
2004,Real Sociedad,Real Betis,H,1,0
2004,Real Zaragoza,Espanyol,A,0,1
2004,RCD Mallorca,CD Numancia,H,3,2
2004,Levante,Getafe,D,0,0
2004,Sevilla FC,Athletic,H,2,0
2004,Racing,Dep. La Coruña,D,2,2
2004,Villarreal,Real Madrid,D,0,0
2004,Atlético Madrid,CA Osasuna,H,3,2
2004,Albacete,Barcelona,A,1,2
2004,Athletic,Atlético Madrid,H,1,0
2004,Valencia,CD Numancia,H,1,0
2004,Málaga CF,Levante,H,1,0
2004,Real Betis,Racing,H,2,1
2004,CA Osasuna,Real Zaragoza,D,2,2
2004,Getafe,Villarreal,A,1,2
2004,Dep. La Coruña,Sevilla FC,D,2,2
2004,Espanyol,RCD Mallorca,H,2,1
2004,Real Madrid,Real Sociedad,H,2,1
2004,Levante,Albacete,D,1,1
2004,Racing,Real Madrid,A,2,3
2004,Barcelona,Valencia,D,1,1
2004,Villarreal,Málaga CF,H,3,0
2004,Real Zaragoza,Athletic,A,0,2
2004,CD Numancia,Espanyol,D,0,0
2004,RCD Mallorca,CA Osasuna,A,1,2
2004,Real Sociedad,Getafe,D,1,1
2004,Sevilla FC,Real Betis,H,2,1
2004,Atlético Madrid,Dep. La Coruña,H,1,0
2004,Barcelona,Levante,H,2,1
2004,Real Betis,Atlético Madrid,H,1,0
2004,Valencia,Espanyol,H,3,0
2004,Málaga CF,Real Sociedad,A,1,5
2004,Albacete,Villarreal,D,2,2
2004,CA Osasuna,CD Numancia,H,2,0
2004,Getafe,Racing,H,2,0
2004,Athletic,RCD Mallorca,H,4,0
2004,Dep. La Coruña,Real Zaragoza,A,2,3
2004,Real Madrid,Sevilla FC,A,0,1
2004,CD Numancia,Athletic,D,1,1
2004,Sevilla FC,Getafe,D,0,0
2004,Valencia,Levante,H,2,1
2004,Real Zaragoza,Real Betis,H,1,0
2004,Racing,Málaga CF,H,2,1
2004,Real Sociedad,Albacete,A,0,2
2004,Espanyol,CA Osasuna,H,4,1
2004,Atlético Madrid,Real Madrid,A,0,3
2004,Villarreal,Barcelona,H,3,0
2004,RCD Mallorca,Dep. La Coruña,D,2,2
2004,Getafe,Atlético Madrid,D,1,1
2004,Málaga CF,Sevilla FC,H,1,0
2004,Real Betis,RCD Mallorca,H,2,0
2004,Albacete,Racing,D,0,0
2004,CA Osasuna,Valencia,D,0,0
2004,Levante,Villarreal,A,2,4
2004,Athletic,Espanyol,D,1,1
2004,Dep. La Coruña,CD Numancia,D,1,1
2004,Barcelona,Real Sociedad,H,1,0
2004,Real Madrid,Real Zaragoza,H,3,1
2004,Barcelona,Racing,H,3,0
2004,Athletic,CA Osasuna,H,4,3
2004,Villarreal,Valencia,H,3,1
2004,Real Betis,CD Numancia,H,4,0
2004,Albacete,Sevilla FC,A,0,2
2004,Levante,Real Sociedad,H,2,1
2004,Getafe,Real Zaragoza,H,3,0
2004,Dep. La Coruña,Espanyol,H,4,1
2004,Málaga CF,Atlético Madrid,H,1,0
2004,Real Madrid,RCD Mallorca,H,3,1
2004,Atlético Madrid,Albacete,H,3,1
2004,Sevilla FC,Barcelona,A,0,4
2004,Real Zaragoza,Málaga CF,H,1,0
2004,RCD Mallorca,Getafe,H,3,1
2004,CA Osasuna,Dep. La Coruña,D,1,1
2004,Racing,Levante,D,2,2
2004,Real Sociedad,Villarreal,A,0,4
2004,Espanyol,Real Betis,D,2,2
2004,CD Numancia,Real Madrid,A,1,2
2004,Valencia,Athletic,D,2,2
2004,Real Sociedad,Valencia,D,3,3
2004,Real Madrid,Espanyol,H,4,0
2004,Villarreal,Racing,H,2,1
2004,Málaga CF,RCD Mallorca,D,0,0
2004,Real Betis,CA Osasuna,H,3,1
2004,Albacete,Real Zaragoza,H,2,1
2004,Levante,Sevilla FC,A,0,3
2004,Getafe,CD Numancia,H,1,0
2004,Dep. La Coruña,Athletic,D,1,1
2004,Barcelona,Atlético Madrid,A,0,2
2004,CA Osasuna,Real Madrid,A,1,2
2004,Real Zaragoza,Barcelona,A,1,4
2004,Valencia,Dep. La Coruña,A,1,2
2004,Atlético Madrid,Levante,D,0,0
2004,CD Numancia,Málaga CF,A,0,1
2004,RCD Mallorca,Albacete,H,2,1
2004,Sevilla FC,Villarreal,H,2,1
2004,Racing,Real Sociedad,A,1,3
2004,Espanyol,Getafe,H,2,0
2004,Athletic,Real Betis,D,4,4
2004,Barcelona,RCD Mallorca,H,2,0
2004,Real Madrid,Athletic,A,0,2
2004,Real Sociedad,Sevilla FC,H,1,0
2004,Málaga CF,Espanyol,H,3,2
2004,Real Betis,Dep. La Coruña,H,2,0
2004,Albacete,CD Numancia,A,1,2
2004,Levante,Real Zaragoza,D,0,0
2004,Getafe,CA Osasuna,D,0,0
2004,Racing,Valencia,H,1,0
2004,Villarreal,Atlético Madrid,H,3,2
2004,RCD Mallorca,Levante,A,1,2
2004,Espanyol,Albacete,H,2,1
2004,CD Numancia,Barcelona,D,1,1
2004,Dep. La Coruña,Real Madrid,H,2,0
2004,Real Zaragoza,Villarreal,H,1,0
2004,CA Osasuna,Málaga CF,A,1,6
2004,Sevilla FC,Racing,D,2,2
2004,Atlético Madrid,Real Sociedad,H,1,0
2004,Valencia,Real Betis,H,2,1
2004,Athletic,Getafe,A,1,2
2004,Barcelona,Espanyol,D,0,0
2004,Villarreal,RCD Mallorca,H,2,1
2004,Málaga CF,Athletic,H,1,0
2004,Albacete,CA Osasuna,D,1,1
2004,Levante,CD Numancia,D,1,1
2004,Sevilla FC,Valencia,D,2,2
2004,Getafe,Dep. La Coruña,D,1,1
2004,Racing,Atlético Madrid,H,2,1
2004,Real Sociedad,Real Zaragoza,H,2,1
2004,Real Madrid,Real Betis,H,3,1
2004,CA Osasuna,Barcelona,A,0,1
2004,Valencia,Real Madrid,D,1,1
2004,Atlético Madrid,Sevilla FC,H,3,0
2004,Real Zaragoza,Racing,H,1,0
2004,Real Betis,Getafe,D,2,2
2004,CD Numancia,Villarreal,D,1,1
2004,RCD Mallorca,Real Sociedad,H,3,2
2004,Espanyol,Levante,H,2,1
2004,Athletic,Albacete,H,3,1
2004,Dep. La Coruña,Málaga CF,H,1,0
2004,Barcelona,Athletic,H,2,0
2004,Málaga CF,Real Betis,A,1,2
2004,Villarreal,Espanyol,H,4,1
2004,Albacete,Dep. La Coruña,A,0,1
2004,Levante,CA Osasuna,H,4,0
2004,Sevilla FC,Real Zaragoza,A,0,1
2004,Racing,RCD Mallorca,H,3,0
2004,Real Sociedad,CD Numancia,H,2,1
2004,Getafe,Real Madrid,H,2,1
2004,Atlético Madrid,Valencia,H,1,0
2004,Real Betis,Albacete,H,2,1
2004,Espanyol,Real Sociedad,D,2,2
2004,Dep. La Coruña,Barcelona,A,0,1
2004,Valencia,Getafe,H,3,1
2004,CD Numancia,Racing,A,2,3
2004,RCD Mallorca,Sevilla FC,A,0,1
2004,Athletic,Levante,H,3,1
2004,Real Madrid,Málaga CF,H,1,0
2004,Real Zaragoza,Atlético Madrid,D,0,0
2004,CA Osasuna,Villarreal,H,3,2
2004,Real Sociedad,CA Osasuna,H,2,0
2004,Real Zaragoza,Valencia,D,2,2
2004,Villarreal,Athletic,H,3,1
2004,Málaga CF,Getafe,D,1,1
2004,Barcelona,Real Betis,D,3,3
2004,Levante,Dep. La Coruña,A,0,1
2004,Sevilla FC,CD Numancia,H,1,0
2004,Racing,Espanyol,A,1,3
2004,Atlético Madrid,RCD Mallorca,H,4,0
2004,Albacete,Real Madrid,A,1,2
2004,CD Numancia,Atlético Madrid,H,1,0
2004,Athletic,Real Sociedad,H,3,0
2004,Valencia,Málaga CF,D,2,2
2004,Real Betis,Levante,D,2,2
2004,RCD Mallorca,Real Zaragoza,A,0,2
2004,CA Osasuna,Racing,H,1,0
2004,Getafe,Albacete,H,1,0
2004,Espanyol,Sevilla FC,A,1,3
2004,Real Madrid,Barcelona,H,4,2
2004,Dep. La Coruña,Villarreal,D,1,1
2004,Atlético Madrid,Espanyol,D,0,0
2004,Sevilla FC,CA Osasuna,A,0,1
2004,Real Sociedad,Dep. La Coruña,H,1,0
2004,Villarreal,Real Betis,D,0,0
2004,Real Zaragoza,CD Numancia,H,4,1
2004,Albacete,Málaga CF,A,1,2
2004,RCD Mallorca,Valencia,D,0,0
2004,Racing,Athletic,A,0,2
2004,Levante,Real Madrid,A,0,2
2004,Barcelona,Getafe,H,2,0
2004,CA Osasuna,Atlético Madrid,H,1,0
2004,Real Madrid,Villarreal,H,2,1
2004,Valencia,Albacete,H,2,0
2004,Real Betis,Real Sociedad,A,2,3
2004,CD Numancia,RCD Mallorca,A,1,2
2004,Getafe,Levante,H,1,0
2004,Espanyol,Real Zaragoza,H,3,1
2004,Dep. La Coruña,Racing,A,1,4
2004,Málaga CF,Barcelona,A,0,4
2004,Athletic,Sevilla FC,A,1,3
